,Unnamed: 0,id,tstamp,userdomain,src,dst,usr,domain,redteam,day,hour_cyclical,hour_encoded
308,308,387,1073778,U7004@C2519,C17693,C2519,U7004,C2519,,13,11.0,1311.0
309,309,388,1073810,U7761@C2519,C17693,C2519,U7761,C2519,,13,11.0,1311.0
310,310,389,1073892,U4448@DOM1,C17693,C22275,U4448,DOM1,,13,11.0,1311.0
311,311,390,1073973,U66@DOM1,C17693,C92,U66,DOM1,,13,11.0,1311.0
312,312,391,1074074,U66@DOM1,C17693,C1944,U66,DOM1,,13,11.0,1311.0
313,313,392,1074146,U66@DOM1,C17693,C1737,U66,DOM1,,13,11.0,1311.0
314,314,393,1074158,U66@DOM1,C17693,C2079,U66,DOM1,,13,11.0,1311.0
315,315,394,1074182,U66@DOM1,C17693,C1964,U66,DOM1,,13,11.0,1311.0
316,316,395,1074395,U66@DOM1,C17693,C1961,U66,DOM1,,13,11.0,1311.0
317,317,396,1074512,U66@DOM1,C17693,C423,U66,DOM1,,13,11.0,1311.0
318,318,397,1074519,U218@DOM1,C17693,C92,U218,DOM1,,13,11.0,1311.0
319,319,398,1074529,U218@DOM1,C17693,C92,U218,DOM1,,13,11.0,1311.0
320,320,399,1074543,U218@DOM1,C17693,C92,U218,DOM1,,13,11.0,1311.0
321,321,400,1074590,U218@DOM1,C17693,C5653,U218,DOM1,,13,11.0,1311.0
322,322,401,1074741,U66@DOM1,C17693,C1936,U66,DOM1,,13,11.0,1311.0
323,323,402,1074754,U66@DOM1,C17693,C1737,U66,DOM1,,13,11.0,1311.0
324,324,403,1074902,U66@DOM1,C17693,C2388,U66,DOM1,,13,11.0,1311.0
325,325,404,1074927,U66@DOM1,C17693,C3380,U66,DOM1,,13,11.0,1311.0
326,326,405,1074955,U66@DOM1,C17693,C3635,U66,DOM1,,13,11.0,1311.0
327,327,406,1074964,U66@DOM1,C17693,C2388,U66,DOM1,,13,11.0,1311.0
328,328,407,1075026,U207@DOM1,C17693,C2388,U207,DOM1,,13,11.0,1311.0
329,329,408,1075076,U162@DOM1,C17693,C2388,U162,DOM1,,13,11.0,1311.0
330,330,409,1075096,U1145@DOM1,C17693,C2388,U1145,DOM1,,13,11.0,1311.0
331,331,410,1075114,U453@DOM1,C17693,C2388,U453,DOM1,,13,11.0,1311.0
332,332,411,1075158,U1480@DOM1,C17693,C2388,U1480,DOM1,,13,11.0,1311.0
333,333,412,1075345,U66@DOM1,C17693,C452,U66,DOM1,,13,11.0,1311.0
334,334,413,1075356,U66@DOM1,C17693,C1015,U66,DOM1,,13,11.0,1311.0
335,335,414,1075370,U66@DOM1,C17693,C22174,U66,DOM1,,13,11.0,1311.0
336,336,415,1075526,U9263@DOM1,C17693,C1015,U9263,DOM1,,13,11.0,1311.0
337,337,416,1075605,U66@DOM1,C17693,C5439,U66,DOM1,,13,11.0,1311.0
338,338,417,1075609,U66@DOM1,C17693,C5439,U66,DOM1,,13,11.0,1311.0
339,339,418,1075721,U66@DOM1,C17693,C4106,U66,DOM1,,13,11.0,1311.0
340,340,419,1075884,U20@DOM1,C17693,C368,U20,DOM1,,13,11.0,1311.0
341,341,420,1075914,U66@DOM1,C17693,C368,U66,DOM1,,13,11.0,1311.0
342,342,421,1075935,U66@DOM1,C17693,C5343,U66,DOM1,,13,11.0,1311.0
343,343,422,1075980,U12@DOM1,C17693,C368,U12,DOM1,,13,11.0,1311.0
344,344,423,1076286,U66@DOM1,C17693,C1482,U66,DOM1,,13,11.0,1311.0
345,345,424,1076295,U66@DOM1,C17693,C881,U66,DOM1,,13,11.0,1311.0
346,346,425,1076311,U66@DOM1,C17693,C2013,U66,DOM1,,13,11.0,1311.0
347,347,426,1076662,U1480@DOM1,C17693,C2388,U1480,DOM1,,13,12.0,1312.0
348,348,427,1076742,U453@DOM1,C17693,C2388,U453,DOM1,,13,12.0,1312.0
349,349,428,1076776,U162@DOM1,C17693,C2388,U162,DOM1,,13,12.0,1312.0
350,350,429,1076812,U207@DOM1,C17693,C2388,U207,DOM1,,13,12.0,1312.0
351,351,430,1077008,U66@DOM1,C17693,C2388,U66,DOM1,,13,12.0,1312.0
352,352,431,1077014,U66@DOM1,C17693,C2388,U66,DOM1,,13,12.0,1312.0
353,353,432,1077018,U66@DOM1,C17693,C2388,U66,DOM1,,13,12.0,1312.0
354,354,433,1077024,U66@DOM1,C17693,C2388,U66,DOM1,,13,12.0,1312.0
355,355,434,1077048,U7507@DOM1,C17693,C486,U7507,DOM1,,13,12.0,1312.0
356,356,435,1077076,U415@DOM1,C17693,C486,U415,DOM1,,13,12.0,1312.0
357,357,436,1077140,U218@DOM1,C17693,C1710,U218,DOM1,,13,12.0,1312.0
358,358,437,1077169,U415@DOM1,C17693,C1570,U415,DOM1,,13,12.0,1312.0
359,359,438,1077228,U218@DOM1,C17693,C2079,U218,DOM1,,13,12.0,1312.0
360,360,439,1077256,U218@DOM1,C17693,C2388,U218,DOM1,,13,12.0,1312.0
361,361,440,1077293,U218@DOM1,C17693,C1936,U218,DOM1,,13,12.0,1312.0
362,362,441,1077500,U1145@DOM1,C17693,C2388,U1145,DOM1,,13,12.0,1312.0
363,363,442,1077516,U1145@DOM1,C17693,C1737,U1145,DOM1,,13,12.0,1312.0
364,364,443,1077530,U1145@DOM1,C17693,C2877,U1145,DOM1,,13,12.0,1312.0
365,365,444,1077579,U1145@DOM1,C17693,C3019,U1145,DOM1,,13,12.0,1312.0
366,366,445,1077589,U1145@DOM1,C17693,C115,U1145,DOM1,,13,12.0,1312.0
367,367,446,1077598,U1145@DOM1,C17693,C307,U1145,DOM1,,13,12.0,1312.0
368,368,447,1077746,U1145@DOM1,C17693,C2877,U1145,DOM1,,13,12.0,1312.0
369,369,448,1077864,U1145@DOM1,C17693,C2877,U1145,DOM1,,13,12.0,1312.0
370,370,449,1077992,U1145@DOM1,C17693,C3173,U1145,DOM1,,13,12.0,1312.0
371,371,450,1078024,U415@DOM1,C17693,C3173,U415,DOM1,,13,12.0,1312.0
372,372,451,1078070,U1569@DOM1,C17693,C3019,U1569,DOM1,,13,12.0,1312.0
373,373,452,1078099,U1145@DOM1,C17693,C3019,U1145,DOM1,,13,12.0,1312.0
374,374,453,1078108,U415@DOM1,C17693,C1906,U415,DOM1,,13,12.0,1312.0
375,375,454,1078155,U1581@DOM1,C17693,C3019,U1581,DOM1,,13,12.0,1312.0
376,376,455,1078163,U6764@DOM1,C17693,C3019,U6764,DOM1,,13,12.0,1312.0
377,377,456,1078177,U66@DOM1,C17693,C3019,U66,DOM1,,13,12.0,1312.0
378,378,457,1078582,U1789@DOM1,C17693,C3019,U1789,DOM1,,13,12.0,1312.0
379,379,458,1079716,U66@DOM1,C17693,C22174,U66,DOM1,,13,12.0,1312.0
380,380,459,1079728,U66@DOM1,C17693,C22176,U66,DOM1,,13,12.0,1312.0
381,381,460,1079836,U66@DOM1,C17693,C553,U66,DOM1,,13,12.0,1312.0
382,382,461,1079852,U66@DOM1,C17693,C3888,U66,DOM1,,13,12.0,1312.0
383,383,462,1079871,U66@DOM1,C17693,C2013,U66,DOM1,,13,12.0,1312.0
384,384,463,1079883,U66@DOM1,C17693,C1085,U66,DOM1,,13,12.0,1312.0
385,385,464,1079893,U66@DOM1,C17693,C881,U66,DOM1,,13,12.0,1312.0
386,386,465,1079904,U66@DOM1,C17693,C243,U66,DOM1,,13,12.0,1312.0
387,387,466,1079916,U66@DOM1,C17693,C4403,U66,DOM1,,13,12.0,1312.0
388,388,467,1079926,U66@DOM1,C17693,C798,U66,DOM1,,13,12.0,1312.0
389,389,468,1080030,U66@DOM1,C17693,C5111,U66,DOM1,,13,13.0,1313.0
390,390,469,1080147,U66@DOM1,C17693,C506,U66,DOM1,,13,13.0,1313.0
391,391,470,1080418,U66@DOM1,C17693,C429,U66,DOM1,,13,13.0,1313.0
392,392,471,1080494,U7507@DOM1,C17693,C16401,U7507,DOM1,,13,13.0,1313.0
393,393,472,1080552,U66@DOM1,C17693,C3610,U66,DOM1,,13,13.0,1313.0
394,394,473,1080926,U66@DOM1,C17693,C1096,U66,DOM1,,13,13.0,1313.0
395,395,474,1081539,U6691@DOM1,C17693,C1936,U6691,DOM1,,13,13.0,1313.0
396,396,475,1081550,U6691@DOM1,C17693,C2079,U6691,DOM1,,13,13.0,1313.0
397,397,476,1081595,U1723@DOM1,C17693,C2519,U1723,DOM1,,13,13.0,1313.0
398,398,477,1081625,U1723@DOM1,C17693,C2519,U1723,DOM1,,13,13.0,1313.0
399,399,478,1081727,U1289@DOM1,C17693,C17640,U1289,DOM1,,13,13.0,1313.0
400,400,479,1081806,U1450@DOM1,C17693,C1268,U1450,DOM1,,13,13.0,1313.0
401,401,480,1081813,U1289@DOM1,C17693,C17640,U1289,DOM1,,13,13.0,1313.0
402,402,481,1081970,U1450@DOM1,C17693,C1268,U1450,DOM1,,13,13.0,1313.0
403,403,482,1082081,U1289@DOM1,C17693,C3758,U1289,DOM1,,13,13.0,1313.0
404,404,483,1082091,U1450@DOM1,C17693,C1268,U1450,DOM1,,13,13.0,1313.0
405,405,484,1082118,U1450@DOM1,C17693,C1268,U1450,DOM1,,13,13.0,1313.0
406,406,485,1082123,U66@DOM1,C17693,C3758,U66,DOM1,,13,13.0,1313.0
407,407,486,1082244,U66@DOM1,C17693,C2254,U66,DOM1,,13,13.0,1313.0
408,408,487,1086525,U3635@DOM1,C17693,C8209,U3635,DOM1,,13,14.0,1314.0
409,409,488,1086539,U3635@DOM1,C17693,C8209,U3635,DOM1,,13,14.0,1314.0
410,410,489,1086678,U78@DOM1,C17693,C1581,U78,DOM1,,13,14.0,1314.0
411,411,490,1086690,U78@DOM1,C17693,C1581,U78,DOM1,,13,14.0,1314.0
412,412,491,1087158,U3005@DOM1,C17693,C1737,U3005,DOM1,,13,14.0,1314.0
413,413,492,1087189,U3005@DOM1,C17693,C1936,U3005,DOM1,,13,14.0,1314.0
414,414,493,1087878,U3005@DOM1,C17693,C423,U3005,DOM1,,13,15.0,1315.0
415,415,494,1087928,U3005@DOM1,C17693,C2079,U3005,DOM1,,13,15.0,1315.0
416,416,495,1088437,U3005@DOM1,C17693,C1936,U3005,DOM1,,13,15.0,1315.0
417,417,496,1089101,U3005@DOM1,C17693,C1936,U3005,DOM1,,13,15.0,1315.0
418,418,497,1089306,U3005@DOM1,C17693,C1944,U3005,DOM1,,13,15.0,1315.0
419,419,498,1089536,U1133@DOM1,C17693,C2012,U1133,DOM1,,13,15.0,1315.0
420,420,499,1089597,U737@DOM1,C19932,C586,U737,DOM1,,13,15.0,1315.0
421,421,500,1089603,U9263@DOM1,C17693,C1015,U9263,DOM1,,13,15.0,1315.0
422,422,501,1089642,U3005@DOM1,C17693,C2012,U3005,DOM1,,13,15.0,1315.0
423,423,502,1089975,U9263@DOM1,C17693,C1015,U9263,DOM1,,13,15.0,1315.0
424,424,503,1090079,U9263@DOM1,C17693,C1015,U9263,DOM1,,13,15.0,1315.0
425,425,504,1090503,U8601@DOM1,C17693,C636,U8601,DOM1,,13,15.0,1315.0
426,426,505,1090581,U8601@DOM1,C17693,C20819,U8601,DOM1,,13,15.0,1315.0
427,427,506,1090599,U8601@DOM1,C17693,C20819,U8601,DOM1,,13,15.0,1315.0
428,428,507,1090929,U8601@DOM1,C17693,C20819,U8601,DOM1,,13,16.0,1316.0
429,429,508,1092177,U3005@DOM1,C17693,C3629,U3005,DOM1,,13,16.0,1316.0
430,430,509,1092406,U3486@DOM1,C22409,C457,U3486,DOM1,,13,16.0,1316.0
431,431,510,1093668,U4448@DOM1,C17693,C1224,U4448,DOM1,,13,16.0,1316.0
432,432,511,1093723,U3486@DOM1,C22409,C467,U3486,DOM1,,13,16.0,1316.0
433,433,512,1093884,U4448@DOM1,C17693,C1224,U4448,DOM1,,13,16.0,1316.0
434,434,513,1093906,U4448@DOM1,C17693,C1224,U4448,DOM1,,13,16.0,1316.0
435,435,514,1094470,U2231@DOM1,C17693,C3249,U2231,DOM1,,13,17.0,1317.0
436,436,515,1094497,U2231@DOM1,C17693,C1438,U2231,DOM1,,13,17.0,1317.0
437,437,516,1095235,U2231@DOM1,C17693,C1432,U2231,DOM1,,13,17.0,1317.0
438,438,517,1095555,U3005@DOM1,C17693,C3629,U3005,DOM1,,13,17.0,1317.0
439,439,518,1095655,U3005@DOM1,C17693,C506,U3005,DOM1,,13,17.0,1317.0
440,440,519,1095678,U3005@DOM1,C17693,C849,U3005,DOM1,,13,17.0,1317.0
441,441,520,1095686,U3005@DOM1,C17693,C965,U3005,DOM1,,13,17.0,1317.0
442,442,521,1095697,U3005@DOM1,C17693,C246,U3005,DOM1,,13,17.0,1317.0
443,443,522,1095704,U3005@DOM1,C17693,C477,U3005,DOM1,,13,17.0,1317.0
444,444,523,1095729,U3005@DOM1,C17693,C3635,U3005,DOM1,,13,17.0,1317.0
445,445,524,1095736,U3005@DOM1,C17693,C687,U3005,DOM1,,13,17.0,1317.0
446,446,525,1095853,U3005@DOM1,C17693,C1319,U3005,DOM1,,13,17.0,1317.0
447,447,526,1095893,U3005@DOM1,C17693,C8209,U3005,DOM1,,13,17.0,1317.0
448,448,527,1095907,U3005@DOM1,C17693,C8209,U3005,DOM1,,13,17.0,1317.0
449,449,528,1096005,U3005@DOM1,C17693,C3303,U3005,DOM1,,13,17.0,1317.0
450,450,529,1096265,U3005@DOM1,C17693,C1737,U3005,DOM1,,13,17.0,1317.0
451,451,530,1096446,U2575@DOM1,C17693,C5618,U2575,DOM1,,13,17.0,1317.0
452,452,531,1096467,U3005@DOM1,C17693,C2079,U3005,DOM1,,13,17.0,1317.0
453,453,532,1096474,U2231@DOM1,C17693,C5618,U2231,DOM1,,13,17.0,1317.0
454,454,533,1096483,U2231@DOM1,C17693,C5618,U2231,DOM1,,13,17.0,1317.0
455,455,534,1098904,U3005@DOM1,C17693,C2604,U3005,DOM1,,13,18.0,1318.0
456,456,535,1099075,U1133@DOM1,C17693,C3635,U1133,DOM1,,13,18.0,1318.0
457,457,536,1099219,U7507@DOM1,C17693,C1015,U7507,DOM1,,13,18.0,1318.0
458,458,537,1099237,U7507@DOM1,C17693,C1015,U7507,DOM1,,13,18.0,1318.0
459,459,538,1099689,U1592@DOM1,C17693,C3758,U1592,DOM1,,13,18.0,1318.0
460,460,539,1099711,U1592@DOM1,C17693,C1382,U1592,DOM1,,13,18.0,1318.0
461,461,540,1099725,U1592@DOM1,C17693,C20677,U1592,DOM1,,13,18.0,1318.0
462,462,541,1099816,U1592@DOM1,C17693,C18464,U1592,DOM1,,13,18.0,1318.0
463,463,542,1100031,U7507@DOM1,C17693,C4773,U7507,DOM1,,13,18.0,1318.0
464,464,543,1100071,U7507@DOM1,C17693,C1015,U7507,DOM1,,13,18.0,1318.0
465,465,544,1100193,U7507@DOM1,C17693,C1015,U7507,DOM1,,13,18.0,1318.0
466,466,545,1100280,U1592@DOM1,C17693,C395,U1592,DOM1,,13,18.0,1318.0
467,467,546,1100293,U1592@DOM1,C17693,C395,U1592,DOM1,,13,18.0,1318.0
468,468,547,1101313,U7507@DOM1,C17693,C486,U7507,DOM1,,13,18.0,1318.0
469,469,548,1152460,U1025@DOM1,C17693,C338,U1025,DOM1,,14,9.0,149.0
470,470,549,1152644,U1025@DOM1,C17693,C338,U1025,DOM1,,14,9.0,149.0
471,471,550,1153024,U1025@DOM1,C17693,C1046,U1025,DOM1,,14,9.0,149.0
472,472,551,1153118,U1025@DOM1,C17693,C1046,U1025,DOM1,,14,9.0,149.0
473,473,552,1153716,U1025@DOM1,C17693,C1046,U1025,DOM1,,14,9.0,149.0
474,474,553,1155729,U1025@DOM1,C17693,C3597,U1025,DOM1,,14,10.0,1410.0
475,475,554,1161953,U3005@DOM1,C17693,C78,U3005,DOM1,,14,11.0,1411.0
476,476,555,1161982,U3005@DOM1,C17693,C52,U3005,DOM1,,14,11.0,1411.0
477,477,556,1161992,U3005@DOM1,C17693,C1302,U3005,DOM1,,14,11.0,1411.0
478,478,557,1162004,U3005@DOM1,C17693,C1887,U3005,DOM1,,14,11.0,1411.0
479,479,558,1162994,U9263@DOM1,C17693,C1015,U9263,DOM1,,14,12.0,1412.0
480,480,559,1163138,U9263@DOM1,C17693,C1015,U9263,DOM1,,14,12.0,1412.0
481,481,560,1163160,U66@DOM1,C17693,C2388,U66,DOM1,,14,12.0,1412.0
482,482,561,1163172,U66@DOM1,C17693,C3610,U66,DOM1,,14,12.0,1412.0
483,483,563,1165092,U66@DOM1,C17693,C3610,U66,DOM1,,14,12.0,1412.0
484,484,564,1165480,U737@DOM1,C19932,C625,U737,DOM1,,14,12.0,1412.0
485,485,565,1165923,U66@DOM1,C17693,C155,U66,DOM1,,14,12.0,1412.0
486,486,566,1166288,U66@DOM1,C17693,C2388,U66,DOM1,,14,12.0,1412.0
487,487,567,1166301,U66@DOM1,C17693,C429,U66,DOM1,,14,12.0,1412.0
488,488,568,1166320,U66@DOM1,C17693,C3170,U66,DOM1,,14,12.0,1412.0
489,489,569,1166589,U2575@DOM1,C17693,C10,U2575,DOM1,,14,13.0,1413.0
490,490,571,1167125,U86@C10,C17693,C10,U86,C10,,14,13.0,1413.0
491,491,572,1167151,U86@C10,C17693,C10,U86,C10,,14,13.0,1413.0
492,492,573,1167193,U86@C10,C17693,C10,U86,C10,,14,13.0,1413.0
493,493,574,1167547,U66@DOM1,C17693,C423,U66,DOM1,,14,13.0,1413.0
494,494,575,1167670,U66@DOM1,C17693,C2079,U66,DOM1,,14,13.0,1413.0
495,495,576,1167688,U1133@DOM1,C17693,C2079,U1133,DOM1,,14,13.0,1413.0
496,496,577,1167720,U1133@DOM1,C17693,C2079,U1133,DOM1,,14,13.0,1413.0
497,497,578,1167801,U1133@DOM1,C17693,C1936,U1133,DOM1,,14,13.0,1413.0
498,498,579,1167994,U66@DOM1,C17693,C3037,U66,DOM1,,14,13.0,1413.0
499,499,580,1168077,U66@DOM1,C17693,C1509,U66,DOM1,,14,13.0,1413.0
500,500,581,1168100,U66@DOM1,C17693,C92,U66,DOM1,,14,13.0,1413.0
501,501,582,1170101,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
502,502,583,1170101,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
503,503,584,1170101,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
504,504,585,1170581,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
505,505,586,1170581,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
506,506,587,1170581,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
507,507,588,1170581,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
508,508,589,1170583,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
509,509,590,1170583,U1653@DOM1,C22409,C754,U1653,DOM1,,14,14.0,1414.0
510,510,591,1171486,U3005@DOM1,C17693,C1887,U3005,DOM1,,14,14.0,1414.0
511,511,592,1172487,U2758@DOM1,C17693,C10405,U2758,DOM1,,14,14.0,1414.0
512,512,593,1172817,U3635@DOM1,C17693,C22766,U3635,DOM1,,14,14.0,1414.0
513,513,594,1174646,U2575@DOM1,C17693,C8751,U2575,DOM1,,14,15.0,1415.0
514,514,595,1175047,U9407@DOM1,C17693,C96,U9407,DOM1,,14,15.0,1415.0
515,515,596,1176661,U737@DOM1,C17693,C385,U737,DOM1,,14,15.0,1415.0
516,516,597,1177633,U737@DOM1,C17693,C3491,U737,DOM1,,14,16.0,1416.0
517,517,598,1177653,U24@DOM1,C17693,C3491,U24,DOM1,,14,16.0,1416.0
518,518,599,1177987,U3005@DOM1,C17693,C1710,U3005,DOM1,,14,16.0,1416.0
519,519,600,1178086,U24@DOM1,C17693,C2378,U24,DOM1,,14,16.0,1416.0
520,520,601,1178149,U24@DOM1,C17693,C4934,U24,DOM1,,14,16.0,1416.0
521,521,602,1178234,U3635@DOM1,C17693,C8209,U3635,DOM1,,14,16.0,1416.0
522,522,603,1178267,U66@DOM1,C17693,C1710,U66,DOM1,,14,16.0,1416.0
523,523,604,1178388,U24@DOM1,C17693,C1581,U24,DOM1,,14,16.0,1416.0
524,524,605,1178788,U3005@DOM1,C17693,C1810,U3005,DOM1,,14,16.0,1416.0
525,525,606,1178955,U9263@DOM1,C17693,C828,U9263,DOM1,,14,16.0,1416.0
526,526,607,1179107,U1581@DOM1,C17693,C115,U1581,DOM1,,14,16.0,1416.0
527,527,608,1179121,U1581@DOM1,C17693,C1006,U1581,DOM1,,14,16.0,1416.0
528,528,609,1179228,U1569@DOM1,C17693,C1632,U1569,DOM1,,14,16.0,1416.0
529,529,610,1179410,U7507@DOM1,C17693,C1015,U7507,DOM1,,14,16.0,1416.0
530,530,611,1179553,U655@DOM1,C17693,C3037,U655,DOM1,,14,16.0,1416.0
531,531,612,1179589,U655@DOM1,C17693,C1710,U655,DOM1,,14,16.0,1416.0
532,532,613,1179625,U66@DOM1,C17693,C3758,U66,DOM1,,14,16.0,1416.0
533,533,614,1179675,U4448@DOM1,C17693,C9006,U4448,DOM1,,14,16.0,1416.0
534,534,615,1179969,U86@DOM1,C17693,C395,U86,DOM1,,14,16.0,1416.0
535,535,616,1180104,U86@DOM1,C17693,C395,U86,DOM1,,14,16.0,1416.0
536,536,617,1180895,U3549@DOM1,C17693,C457,U3549,DOM1,,14,17.0,1417.0
537,537,618,1181043,U3549@DOM1,C17693,C586,U3549,DOM1,,14,17.0,1417.0
538,538,619,1181615,U3549@DOM1,C17693,C529,U3549,DOM1,,14,17.0,1417.0
539,539,620,1181653,U3549@DOM1,C17693,C528,U3549,DOM1,,14,17.0,1417.0
540,540,621,1181672,U3549@DOM1,C17693,C528,U3549,DOM1,,14,17.0,1417.0
541,541,622,1181709,U3549@DOM1,C17693,C625,U3549,DOM1,,14,17.0,1417.0
542,542,623,1182115,U3549@DOM1,C17693,C528,U3549,DOM1,,14,17.0,1417.0
543,543,624,1184027,U86@DOM1,C17693,C395,U86,DOM1,,14,17.0,1417.0
544,544,625,1184399,U8170@DOM1,C17693,C313,U8170,DOM1,,14,17.0,1417.0
545,545,626,1184445,U8170@DOM1,C17693,C313,U8170,DOM1,,14,18.0,1418.0
546,546,627,1184507,U86@DOM1,C17693,C395,U86,DOM1,,14,18.0,1418.0
547,547,628,1184879,U86@DOM1,C17693,C395,U86,DOM1,,14,18.0,1418.0
548,548,629,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
549,549,630,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
550,550,631,1233528,U8168@C19038,C17693,C19038,U8168,C19038,,15,7.0,157.0
551,551,632,1233528,U8168@C19038,C17693,C19038,U8168,C19038,,15,7.0,157.0
552,552,633,1233528,U8168@C19038,C17693,C19038,U8168,C19038,,15,7.0,157.0
553,553,634,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
554,554,635,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
555,555,636,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
556,556,637,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
557,557,638,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
558,558,639,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
559,559,640,1233528,U8946@DOM1,C17693,C19038,U8946,DOM1,,15,7.0,157.0
560,560,641,1241392,U825@DOM1,C17693,C2669,U825,DOM1,,15,9.0,159.0
561,561,642,1242383,U8170@DOM1,C17693,C313,U8170,DOM1,,15,10.0,1510.0
562,562,643,1243515,U1506@DOM1,C17693,C2388,U1506,DOM1,,15,10.0,1510.0
563,563,644,1243526,U1506@DOM1,C17693,C423,U1506,DOM1,,15,10.0,1510.0
564,564,645,1243550,U1506@DOM1,C17693,C3610,U1506,DOM1,,15,10.0,1510.0
565,565,646,1243561,U1506@DOM1,C17693,C92,U1506,DOM1,,15,10.0,1510.0
566,566,647,1243623,U7594@DOM1,C17693,C16563,U7594,DOM1,,15,10.0,1510.0
567,567,648,1244616,U114@DOM1,C17693,C3610,U114,DOM1,,15,10.0,1510.0
568,568,649,1244667,U114@DOM1,C17693,C2388,U114,DOM1,,15,10.0,1510.0
569,569,650,1244695,U114@DOM1,C17693,C1710,U114,DOM1,,15,10.0,1510.0
570,570,651,1245222,U1106@DOM1,C17693,C4554,U1106,DOM1,,15,10.0,1510.0
571,571,652,1245398,U1106@DOM1,C17693,C21919,U1106,DOM1,,15,10.0,1510.0
572,572,653,1245678,U3575@DOM1,C17693,C5030,U3575,DOM1,,15,11.0,1511.0
573,573,654,1246243,U3206@DOM1,C17693,C8585,U3206,DOM1,,15,11.0,1511.0
574,574,655,1246511,U8777@DOM1,C17693,C1710,U8777,DOM1,,15,11.0,1511.0
575,575,29,461842,U748@DOM1,C17693,C1567,U748,DOM1,,6,9.0,69.0
576,576,30,463374,U748@DOM1,C17693,C1003,U748,DOM1,,6,9.0,69.0
577,577,31,464246,U748@DOM1,C17693,C1567,U748,DOM1,,6,9.0,69.0
578,578,32,464254,U748@DOM1,C17693,C1567,U748,DOM1,,6,9.0,69.0
579,579,33,464260,U748@DOM1,C17693,C1567,U748,DOM1,,6,9.0,69.0
580,580,34,464545,U737@DOM1,C19932,C612,U737,DOM1,,6,10.0,610.0
581,581,35,466195,U737@DOM1,C19932,C457,U737,DOM1,,6,10.0,610.0
582,582,36,467590,U1723@DOM1,C17693,C17600,U1723,DOM1,,6,10.0,610.0
583,583,37,472248,U1723@DOM1,C17693,C2519,U1723,DOM1,,6,12.0,612.0
584,584,38,472282,U1723@DOM1,C17693,C2519,U1723,DOM1,,6,12.0,612.0
585,585,39,473122,U1723@DOM1,C17693,C1275,U1723,DOM1,,6,12.0,612.0
586,586,40,483455,U1723@DOM1,C17693,C294,U1723,DOM1,,6,15.0,615.0
587,587,41,483981,U1723@DOM1,C17693,C294,U1723,DOM1,,6,15.0,615.0
588,588,42,485925,U1723@DOM1,C17693,C294,U1723,DOM1,,6,15.0,615.0
589,589,43,486443,U636@DOM1,C17693,C294,U636,DOM1,,6,16.0,616.0
590,590,44,488034,U1723@DOM1,C17693,C1275,U1723,DOM1,,6,16.0,616.0
591,591,45,489614,U1723@DOM1,C17693,C1275,U1723,DOM1,,6,17.0,617.0
592,592,46,491747,U1723@DOM1,C17693,C294,U1723,DOM1,,6,17.0,617.0
593,593,47,578438,U737@DOM1,C19932,C1065,U737,DOM1,,7,17.0,717.0
594,594,48,584551,U825@DOM1,C17693,C2669,U825,DOM1,,7,19.0,719.0
595,595,49,584564,U737@DOM1,C19932,C612,U737,DOM1,,7,19.0,719.0
596,596,50,635015,U737@DOM1,C19932,C529,U737,DOM1,,8,9.0,89.0
597,597,51,725488,U1653@DOM1,C17693,C395,U1653,DOM1,,9,10.0,910.0
598,598,656,1246653,U114@DOM1,C17693,C1710,U114,DOM1,,15,11.0,1511.0
599,599,657,1251013,U3549@DOM1,C17693,C1887,U3549,DOM1,,15,12.0,1512.0
600,600,658,1251033,U3549@DOM1,C17693,C1887,U3549,DOM1,,15,12.0,1512.0
601,601,659,1251067,U3549@DOM1,C17693,C586,U3549,DOM1,,15,12.0,1512.0
602,602,660,1251573,U3549@DOM1,C17693,C457,U3549,DOM1,,15,12.0,1512.0
603,603,661,1253697,U3549@DOM1,C17693,C457,U3549,DOM1,,15,13.0,1513.0
604,604,662,1254446,U227@DOM1,C17693,C177,U227,DOM1,,15,13.0,1513.0
605,605,663,1255347,U3549@DOM1,C17693,C457,U3549,DOM1,,15,13.0,1513.0
606,606,664,1328198,U737@DOM1,C19932,C467,U737,DOM1,,16,9.0,169.0
