,id,tstamp,srccomputer,computerresolved,redteam
843,531532,767724,C18250,C2109,
844,531533,767724,C21428,C1685,
845,531534,767725,C894,C1685,
846,531535,767726,C2492,C457,
847,531536,767726,C3544,C706,
848,531537,767727,C2533,C5030,
849,531538,767727,C5934,C1685,
850,531539,767729,C15802,C5030,
851,531540,767731,C9835,C706,
852,531541,767732,C2032,C1685,
853,531542,767732,C2159,C743,
854,531543,767733,C13303,C1707,
855,531544,767733,C18191,C5030,
856,531545,767735,C902,C706,
857,531546,767736,C2159,C46,
858,531547,767739,C2159,C585,
859,531548,767739,C22027,C1707,
860,531549,767741,C3990,C5030,
861,531550,767742,C20285,C1685,
862,531551,767747,C5910,C612,
863,531552,767749,C1954,C5030,
864,531553,767749,C2640,C1707,
865,531554,767754,C12393,C5030,
866,531555,767754,C4581,C706,
867,531556,767755,C3380,C22841,
868,531557,767756,C20681,C706,
869,531558,767756,C2492,C457,
870,531559,767761,C315,C1685,
871,531560,767761,C58,C706,
872,531561,767763,C2640,C5030,
873,531562,767765,C1796,C1685,
874,531563,767765,C5910,C612,
875,531564,767766,C3030,C1707,
876,531565,767767,C3544,C5030,
877,531566,767769,C2320,C4222,
878,531567,767771,C17969,C5030,
879,531568,767771,C20371,C706,
880,531569,767771,C21782,C1707,
881,531570,767771,C2640,C706,
882,531571,767772,C15615,C5030,
883,531572,767773,C3484,C5030,
884,531573,767774,C11658,C5030,
885,531574,767778,C17536,C1707,
886,531575,767779,C6335,C6335,
887,531576,767782,C12845,C5030,
888,531577,767784,C3380,C22841,
889,531578,767785,C1947,C5030,
890,531579,767785,C20239,C20239,
891,531580,767786,C1947,C1685,
892,531581,767787,C8015,C1685,
893,531582,767788,C15370,C5030,
894,531583,767790,C1750,C706,
895,531584,767791,C13539,C5030,
896,531585,767792,C768,C1685,
897,531586,767800,C14818,C1707,
898,531587,767800,C806,C1685,
899,531588,767801,C20377,C706,
900,531589,767801,C2475,C612,
901,531590,767801,C453,C1685,
902,531591,767804,C15218,C706,
903,531592,767806,C6346,C359,
904,531593,767807,C25133,C1685,
905,531594,767807,C25133,C1707,
906,531595,767808,C7489,C457,
907,531596,767809,C7489,C457,
908,531597,767809,C9599,C1707,
909,531598,767810,C14122,C231,
910,531599,767810,C22796,C5588,
911,531600,767811,C7489,C457,
912,531601,767812,C21176,C1707,
913,531602,767814,C4352,C1685,
914,531603,767815,C1936,C706,
915,531604,767815,C24436,C24436,
916,531605,767815,C7489,C457,
917,531606,767816,C15628,C706,
918,531607,767816,C21139,C1707,
919,531608,767816,C2492,C457,
920,531609,767817,C20000,C1707,
921,531610,767817,C3380,C22841,
922,531611,767821,C23412,C359,
923,531612,767823,C12423,C1707,
924,531613,767823,C5913,C1685,
925,531614,767823,C740,C1707,
926,531615,767824,C5913,C1707,
927,531616,767826,C17969,C706,
928,531617,767826,C19758,C706,
929,531618,767829,C375,C5030,
930,531619,767832,C5913,C1685,
931,531620,767834,C21676,C5030,
932,531621,767836,C11768,C1685,
933,531622,767839,C2464,C5030,
934,531623,767843,C18191,C706,
935,531624,767843,C2464,C706,
936,531625,767844,C161,C359,
937,531626,767844,C5913,C359,
938,531627,767845,C3380,C22841,
939,531628,767847,C7312,C1685,
940,531629,767848,C2517,C5030,
941,531630,767850,C7298,C1707,
942,531631,767851,C3990,C706,
943,531632,767852,C20345,C1707,
944,531633,767853,C7489,C706,
945,531634,767855,C7489,C706,
946,531635,767857,C461,C612,
947,531636,767857,C7489,C706,
948,531637,767858,C15450,C706,
949,531638,767858,C461,C467,
950,531639,767858,C4983,C5030,
951,531640,767860,C461,C625,
952,531641,767860,C5043,C5030,
953,531642,767861,C461,C586,
954,531643,767861,C7489,C706,
955,531644,767862,C14870,C5030,
956,531645,767869,C14025,C706,
957,531646,767870,C315,C706,
958,531647,767876,C2492,C457,
959,531648,767877,C14296,C359,
960,531649,767877,C2492,C457,
961,531650,767878,C6442,C1707,
962,531651,767879,C2852,C5030,
963,531652,767879,C3380,C22841,
964,531653,767880,C14864,C1685,
965,531654,767880,C6442,C1707,
966,531655,767881,C19730,C5030,
967,531656,767883,C92,C1065,
968,531657,767883,C92,C2109,
969,531658,767884,C3165,C529,
970,531659,767884,C3165,C706,
971,531660,767885,C18163,C1707,
972,531661,767885,C25022,C5698,
973,531662,767888,C608,C1685,
974,531663,767889,C92,C61,
975,531664,767894,C2514,C1685,
976,531665,767898,C14066,C5030,
977,531666,767899,C1804,C706,
978,531667,767900,C15626,C5030,
979,531668,767900,C21782,C5030,
980,531669,767901,C22052,C5588,
981,531670,767901,C5763,C8772,
982,531671,767904,C2422,C706,
983,531672,767906,C3380,C22841,
984,531673,767909,C11346,C5030,
985,531674,767911,C20097,C1685,
986,531675,767913,C15722,C15722,
987,531676,767913,C15767,C5030,
988,531677,767913,C21746,C706,
989,531678,767915,C15285,C706,
990,531679,767915,C461,C467,
991,531680,767915,C5782,C5782,
992,531681,767916,C3026,C61,
993,531682,767916,C461,C625,
994,531683,767918,C14296,C5030,
995,531684,767918,C461,C625,
996,531685,767919,C461,C529,
997,531686,767920,C14940,C5030,
998,531687,767926,C21302,C1707,
999,531688,767933,C16675,C1685,
1000,531689,767933,C16675,C1707,
1001,531690,767937,C22798,C4222,
1002,531691,767937,C2492,C457,
1003,531692,767939,C18179,C1707,
1004,531693,767941,C3380,C22841,
1005,531694,767942,C15556,C1707,
1006,531695,767942,C7298,C5030,
1007,531696,767944,C2475,C5030,
1008,531697,767944,C5358,C1707,
1009,531698,767947,C13316,C706,
1010,531699,767947,C3021,C1685,
1011,531700,767947,C4513,C1707,
1012,531701,767953,C3204,C1685,
1013,531702,767953,C8958,C5030,
1014,531703,767954,C14907,C1707,
1015,531704,767955,C14445,C1685,
1016,531705,767957,C3906,C457,
1017,531706,767957,C3906,C625,
1018,531707,767962,C2278,C5030,
1019,531708,767965,C4232,C706,
1020,531709,767966,C14868,C5030,
1021,531710,767967,C3380,C22841,
1022,531711,767968,C4651,C5030,
1023,531712,767971,C12547,C5030,
1024,531713,767972,C15394,C529,
1025,531714,767972,C18250,C586,
1026,531715,767974,C4858,C1707,
1027,531716,767975,C3616,C612,
1028,531717,767977,C4271,C1685,
1029,531718,767981,C14917,C5030,
1030,531719,767981,C2038,C1707,
1031,531720,767982,C13960,C706,
1032,531721,767982,C194,C5030,
1033,531722,767984,C2735,C5030,
1034,531723,767986,C4367,C706,
1035,531724,767991,C21915,C1685,
1036,531725,767995,C709,C5030,
1037,531726,767996,C1936,C1944,
1038,531727,767997,C2492,C457,
1039,531728,767998,C5862,C5862,
1040,531729,767999,C21782,C706,
1041,531730,767999,C2683,C585,
1042,531731,768001,C17219,C1685,
1043,531732,768002,C17219,C1707,
1044,531733,768003,C3380,C22841,
1045,531734,768004,C24057,C1707,
1046,531735,768004,C2683,C46,
1047,531736,768005,C2683,C743,
1048,531737,768006,C12406,C1707,
1049,531738,768010,C3030,C706,
1050,531739,768013,C1748,C706,
1051,531740,768014,C2760,C706,
1052,531741,768015,C13285,C5030,
1053,531742,768018,C3544,C1685,
1054,531743,768023,C17076,C1685,
1055,531744,768024,C6442,C10293,
1056,531745,768025,C2493,C1707,
1057,531746,768026,C2492,C457,
1058,531747,768028,C13717,C706,
1059,531748,768028,C3380,C22841,
1060,531749,768029,C2436,C1707,
1061,531750,768030,C9960,C359,
1062,531751,768031,C14870,C706,
1063,531752,768034,C20285,C706,
1064,531753,768034,C3238,C5030,
1065,531754,768035,C7904,C1707,
1066,531755,768039,C15914,C1685,
1067,531756,768041,C3049,C1707,
1068,531757,768041,C3143,C1685,
1069,531758,768042,C10430,C1707,
1070,531759,768043,C17023,C5030,
1071,531760,768046,C436,C706,
1072,531761,768048,C1506,C706,
1073,531762,768049,C8147,C5030,
1074,531763,768051,C5635,C1707,
1075,531764,768052,C5635,C1065,
1076,531765,768052,C5635,C1707,
1077,531766,768055,C8914,C1685,
1078,531767,768056,C2475,C1707,
1079,531768,768056,C709,C706,
1080,531769,768057,C2492,C457,
1081,531770,768059,C19622,C706,
1082,531771,768059,C6857,C2109,
1083,531772,768061,C366,C368,
1084,531773,768062,C22798,C5588,
1085,531774,768065,C15767,C1707,
1086,531775,768065,C3380,C22841,
1087,531776,768067,C122,C5030,
1088,531777,768067,C4643,C1707,
1089,531778,768069,C4753,C1685,
1090,531779,768069,C8555,C1685,
1091,531780,768079,C484,C5030,
1092,531781,768081,C3534,C457,
1093,531782,768082,C3534,C1065,
1094,531783,768083,C15445,C5030,
1095,531784,768085,C1653,C5030,
1096,531785,768087,C3629,C5030,
1097,531786,768087,C4232,C1685,
1098,531787,768089,C3380,C22841,
1099,531788,768090,C12716,C5030,
1100,531789,768091,C21428,C706,
1101,531790,768093,C2769,C7753,
1102,531791,768095,C4254,C706,
1103,531792,768096,C17835,C706,
1104,531793,768099,C2159,C706,
1105,531794,768100,C12347,C1707,
1106,531795,768103,C19393,C1707,
1107,531796,768105,C2472,C1707,
1108,531797,768107,C19782,C1685,
1109,531798,768108,C19782,C1707,
1110,531799,768114,C13290,C1707,
1111,531800,768117,C2492,C457,
1112,531801,768118,C14818,C706,
1113,531802,768120,C21202,C1685,
1114,531803,768122,C1191,C102,
1115,531804,768127,C3380,C22841,
1116,531805,768128,C14296,C1763,
1117,531806,768128,C18250,C586,
1118,531807,768128,C920,C528,
1119,531808,768132,C5913,C1707,
1120,531809,768133,C461,C706,
1121,531810,768136,C2850,C706,
1122,531811,768137,C15001,C706,
1123,531812,768137,C253,C706,
1124,531813,768137,C4835,C706,
1125,531814,768139,C122,C706,
1126,531815,768139,C9535,C1685,
1127,531816,768142,C6238,C706,
1128,531817,768144,C14856,C1707,
1129,531818,768145,C20622,C5030,
1130,531819,768146,C20681,C529,
1131,531820,768146,C22052,C5588,
1132,531821,768148,C12360,C706,
1133,531822,768148,C1947,C706,
1134,531823,768149,C920,C612,
1135,531824,768150,C19730,C1707,
1136,531825,768150,C3380,C22841,
1137,531826,768157,C5941,C1707,
1138,531827,768161,C1423,C625,
1139,531828,768161,C15644,C706,
1140,531829,768161,C3131,C5030,
1141,531830,768162,C1423,C457,
1142,531831,768163,C354,C1685,
1143,531832,768165,C15001,C5030,
1144,531833,768165,C22796,C5588,
1145,531834,768169,C9627,C5297,
1146,531835,768174,C3990,C1685,
1147,531836,768177,C2492,C457,
1148,531837,768178,C3380,C798,
1149,531838,768181,C12406,C5030,
1150,531839,768181,C21235,C1065,
1151,531840,768181,C4914,C706,
1152,531841,768182,C7312,C448,
1153,531842,768183,C15285,C231,
1154,531843,768186,C15802,C529,
1155,531844,768187,C16168,C359,
1156,531845,768189,C3380,C22841,
1157,531846,768195,C920,C1707,
1158,531847,768201,C21235,C1707,
1159,531848,768203,C18191,C1685,
1160,531849,768203,C453,C1685,
1161,531850,768206,C12393,C1685,
1162,531851,768208,C16397,C467,
1163,531852,768210,C16397,C586,
1164,531853,768211,C16397,C625,
1165,531854,768211,C3380,C22841,
1166,531855,768212,C12177,C1685,
1167,531856,768215,C1748,C1685,
1168,531857,768216,C4291,C1707,
1169,531858,768216,C6037,C5030,
1170,531859,768216,C657,C706,
1171,531860,768217,C14521,C5030,
1172,531861,768218,C16397,C2109,
1173,531862,768218,C20170,C586,
1174,531863,768218,C20170,C625,
1175,531864,768221,C16397,C586,
1176,531865,768221,C4081,C5030,
1177,531866,768222,C25129,C1685,
1178,531867,768223,C11114,C5030,
1179,531868,768223,C16397,C586,
1180,531869,768223,C8388,C706,
1181,531870,768225,C3260,C5030,
1182,531871,768227,C16397,C586,
1183,531872,768229,C22269,C586,
1184,531873,768230,C16397,C625,
1185,531874,768231,C16397,C586,
1186,531875,768231,C22269,C529,
1187,531876,768233,C16397,C467,
1188,531877,768234,C22269,C586,
1189,531878,768235,C16397,C529,
1190,531879,768236,C1295,C706,
1191,531880,768236,C16397,C457,
1192,531881,768237,C16397,C467,
1193,531882,768237,C22269,C586,
1194,531883,768237,C2492,C457,
1195,531884,768238,C18250,C1707,
1196,531885,768238,C22269,C1707,
1197,531886,768239,C15618,C706,
1198,531887,768239,C16397,C528,
1199,531888,768239,C22269,C1707,
1200,531889,768240,C16397,C586,
1201,531890,768243,C12347,C706,
1202,531891,768244,C4550,C467,
1203,531892,768244,C4550,C528,
1204,531893,768244,C4550,C529,
1205,531894,768245,C22269,C1685,
1206,531895,768246,C22269,C1685,
1207,531896,768247,C14678,C5030,
1208,531897,768247,C18228,C467,
1209,531898,768248,C22269,C457,
1210,531899,768249,C22269,C1685,
1211,531900,768251,C3380,C22841,
1212,531901,768252,C22269,C1685,
1213,531902,768254,C13898,C706,
1214,531903,768254,C22269,C1685,
1215,531904,768255,C22269,C1685,
1216,531905,768255,C22269,C586,
1217,531906,768256,C22269,C1685,
1218,531907,768258,C14049,C706,
1219,531908,768259,C4165,C706,
1220,531909,768260,C12427,C706,
1221,531910,768260,C16397,C457,
1222,531911,768261,C16397,C612,
1223,531912,768261,C22269,C586,
1224,531913,768262,C22269,C586,
1225,531914,768263,C16130,C5030,
1226,531915,768263,C16397,C625,
1227,531916,768263,C22269,C586,
1228,531917,768264,C16397,C528,
1229,531918,768264,C16397,C625,
1230,531919,768264,C22269,C586,
1231,531920,768264,C2735,C706,
1232,531921,768265,C16397,C2109,
1233,531922,768265,C16397,C528,
1234,531923,768265,C894,C1685,
1235,531924,768266,C16397,C1065,
1236,531925,768266,C16397,C625,
1237,531926,768266,C16397,C706,
1238,531927,768267,C16397,C625,
1239,531928,768268,C16397,C457,
1240,531929,768268,C16397,C625,
1241,531930,768268,C22269,C586,
1242,531931,768269,C16397,C625,
1243,531932,768269,C22269,C586,
1244,531933,768270,C16397,C457,
1245,531934,768271,C22269,C457,
1246,531935,768271,C22269,C586,
1247,531936,768272,C22269,C586,
1248,531937,768272,C3380,C22841,
1249,531938,768274,C22269,C586,
1250,531939,768274,C22269,C706,
1251,531940,768275,C22269,C586,
1252,531941,768276,C14244,C5698,
1253,531942,768276,C22269,C706,
1254,531943,768276,C9715,C706,
1255,531944,768277,C22269,C586,
1256,531945,768277,C22269,C706,
1257,531946,768277,C461,C1065,
1258,531947,768278,C461,C2109,
1259,531948,768279,C15214,C1707,
1260,531949,768280,C461,C457,
1261,531950,768281,C461,C625,
1262,531951,768283,C22269,C231,
1263,531952,768283,C2533,C706,
1264,531953,768287,C11142,C5030,
1265,531954,768289,C16397,C612,
1266,531955,768290,C16397,C2109,
1267,531956,768291,C1423,C1065,
1268,531957,768292,C1423,C1065,
1269,531958,768292,C16397,C528,
1270,531959,768292,C8147,C706,
1271,531960,768293,C1423,C1065,
1272,531961,768293,C16397,C467,
1273,531962,768294,C15626,C706,
1274,531963,768294,C16397,C2109,
1275,531964,768294,C21235,C1707,
1276,531965,768295,C1243,C5030,
1277,531966,768295,C1423,C1065,
1278,531967,768295,C1423,C1707,
1279,531968,768295,C16397,C457,
1280,531969,768296,C1423,C1707,
1281,531970,768296,C22263,C2109,
1282,531971,768297,C1423,C1707,
1283,531972,768297,C2320,C467,
1284,531973,768297,C2492,C457,
1285,531974,768299,C1423,C1065,
1286,531975,768299,C1423,C1707,
1287,531976,768299,C14657,C5030,
1288,531977,768299,C16397,C2109,
1289,531978,768299,C461,C457,
1290,531979,768300,C1357,C1685,
1291,531980,768300,C16397,C2109,
1292,531981,768300,C1905,C706,
1293,531982,768301,C1191,C626,
1294,531983,768301,C3021,C5030,
1295,531984,768302,C1191,C419,
1296,531985,768303,C1423,C1707,
1297,531986,768304,C12406,C1707,
1298,531987,768307,C13457,C1685,
1299,531988,768307,C22798,C5588,
1300,531989,768308,C1191,C706,
1301,531990,768308,C1954,C706,
1302,531991,768309,C2668,C1685,
1303,531992,768310,C14903,C5030,
1304,531993,768311,C16397,C1707,
1305,531994,768312,C1423,C528,
1306,531995,768312,C16397,C1707,
1307,531996,768313,C1423,C528,
1308,531997,768313,C3380,C22841,
1309,531998,768314,C1423,C528,
1310,531999,768314,C22269,C1685,
1311,532000,768315,C15187,C706,
1312,532001,768315,C17286,C1685,
1313,532002,768316,C1423,C528,
1314,532003,768317,C13431,C1685,
1315,532004,768317,C14864,C706,
1316,532005,768318,C16130,C1707,
1317,532006,768318,C16397,C586,
1318,532007,768318,C5910,C1685,
1319,532008,768319,C5910,C1707,
1320,532009,768320,C1423,C528,
1321,532010,768320,C16397,C467,
1322,532011,768321,C10529,C706,
1323,532012,768321,C16397,C612,
1324,532013,768322,C22269,C1685,
1325,532014,768323,C16397,C625,
1326,532015,768323,C22269,C1685,
1327,532016,768324,C16397,C467,
1328,532017,768325,C16397,C2109,
1329,532018,768326,C2492,C457,
1330,532019,768328,C23412,C5782,
1331,532020,768329,C461,C1707,
1332,532021,768330,C461,C1707,
1333,532022,768331,C366,C706,
1334,532023,768332,C1423,C2109,
1335,532024,768333,C1423,C2109,
1336,532025,768333,C3380,C22841,
1337,532026,768334,C1423,C2109,
1338,532027,768334,C14940,C706,
1339,532028,768335,C11658,C1707,
1340,532029,768336,C1423,C2109,
1341,532030,768336,C461,C529,
1342,532031,768337,C461,C612,
1343,532032,768337,C6238,C5030,
1344,532033,768338,C5111,C706,
1345,532034,768340,C1423,C2109,
1346,532035,768340,C461,C529,
1347,532036,768340,C461,C586,
1348,532037,768342,C21649,C1685,
1349,532038,768342,C21649,C1707,
1350,532039,768344,C1423,C612,
1351,532040,768345,C1423,C612,
1352,532041,768346,C1423,C612,
1353,532042,768348,C1423,C612,
1354,532043,768348,C16397,C467,
1355,532044,768349,C16397,C612,
1356,532045,768350,C15615,C706,
1357,532046,768350,C16397,C457,
1358,532047,768350,C21043,C1707,
1359,532048,768350,C3451,C706,
1360,532049,768351,C14763,C1707,
1361,532050,768351,C16397,C612,
1362,532051,768351,C21043,C1685,
1363,532052,768352,C1423,C612,
1364,532053,768354,C16397,C528,
1365,532054,768355,C16397,C612,
1366,532055,768356,C16397,C586,
1367,532056,768356,C657,C1685,
1368,532057,768357,C1423,C586,
1369,532058,768357,C2492,C457,
1370,532059,768358,C1423,C586,
1371,532060,768358,C4616,C5030,
1372,532061,768359,C14229,C706,
1373,532062,768359,C1423,C586,
1374,532063,768361,C1423,C586,
1375,532064,768362,C1423,C1685,
1376,532065,768363,C1423,C1685,
1377,532066,768364,C1423,C1685,
1378,532067,768365,C1423,C586,
1379,532068,768365,C15214,C706,
1380,532069,768365,C5778,C359,
1381,532070,768366,C1423,C1685,
1382,532071,768366,C3587,C706,
1383,532072,768367,C22269,C1685,
1384,532073,768368,C894,C467,
1385,532074,768369,C902,C1685,
1386,532075,768370,C1423,C1685,
1387,532076,768371,C8483,C5782,
1388,532077,768372,C21139,C5030,
1389,532078,768372,C3381,C706,
1390,532079,768374,C22253,C5030,
1391,532080,768374,C22467,C1685,
1392,532081,768374,C22467,C1707,
1393,532082,768375,C3380,C22841,
1394,532083,768377,C16397,C457,
1395,532084,768377,C22269,C2729,
1396,532085,768377,C3629,C706,
1397,532086,768378,C1423,C1065,
1398,532087,768378,C16397,C625,
1399,532088,768379,C1423,C1065,
1400,532089,768379,C16397,C529,
1401,532090,768379,C20097,C706,
1402,532091,768380,C1423,C1065,
1403,532092,768380,C16397,C457,
1404,532093,768381,C22269,C2729,
1405,532094,768382,C1423,C1065,
1406,532095,768383,C16397,C625,
1407,532096,768384,C2278,C26244,
1408,532097,768385,C16397,C457,
1409,532098,768386,C1423,C1065,
1410,532099,768386,C1423,C1707,
1411,532100,768386,C5154,C706,
1412,532101,768387,C1423,C1707,
1413,532102,768388,C1423,C1707,
1414,532103,768389,C5111,C1685,
1415,532104,768390,C1423,C1707,
1416,532105,768391,C22052,C5588,
1417,532106,768394,C1423,C1707,
1418,532107,768394,C3380,C22841,
1419,532108,768398,C1423,C529,
1420,532109,768398,C14777,C706,
1421,532110,768399,C1423,C529,
1422,532111,768399,C1453,C1685,
1423,532112,768400,C1423,C529,
1424,532113,768402,C1423,C529,
1425,532114,768402,C3235,C5030,
1426,532115,768403,C17291,C14868,
1427,532116,768406,C16397,C1065,
1428,532117,768407,C16397,C586,
1429,532118,768409,C16397,C1065,
1430,532119,768410,C16397,C1065,
1431,532120,768411,C12547,C706,
1432,532121,768412,C18251,C359,
1433,532122,768413,C1823,C2136,
1434,532123,768414,C16397,C529,
1435,532124,768415,C16397,C528,
1436,532125,768417,C2492,C457,
1437,532126,768418,C5794,C1707,
1438,532127,768420,C20285,C1685,
1439,532128,768421,C3260,C706,
1440,532129,768422,C2760,C1685,
1441,532130,768423,C12423,C706,
1442,532131,768423,C1300,C1685,
1443,532132,768426,C15914,C5030,
1444,532133,768426,C18228,C1883,
1445,532134,768428,C22269,C1685,
1446,532135,768429,C2893,C1685,
1447,532136,768431,C26006,C26006,
1448,532137,768432,C3049,C706,
1449,532138,768433,C14477,C1685,
1450,532139,768436,C16397,C612,
1451,532140,768437,C12393,C706,
1452,532141,768437,C16397,C586,
1453,532142,768437,C3380,C22841,
1454,532143,768437,C657,C1685,
1455,532144,768438,C2320,C4222,
1456,532145,768439,C16397,C586,
1457,532146,768440,C16397,C528,
1458,532147,768441,C16397,C625,
1459,532148,768442,C16397,C2109,
1460,532149,768443,C2850,C359,
1461,532150,768444,C12682,C1685,
1462,532151,768444,C16397,C467,
1463,532152,768445,C16397,C2109,
1464,532153,768445,C18228,C467,
1465,532154,768445,C2496,C706,
1466,532155,768449,C18174,C1685,
1467,532156,768450,C18174,C1685,
1468,532157,768450,C2798,C1707,
1469,532158,768452,C15266,C1707,
1470,532159,768455,C1142,C1685,
1471,532160,768455,C1191,C1707,
1472,532161,768455,C3380,C22841,
1473,532162,768456,C14244,C15539,
1474,532163,768456,C9535,C5030,
1475,532164,768462,C19622,C1707,
1476,532165,768463,C15733,C1707,
1477,532166,768465,C16397,C1065,
1478,532167,768465,C5910,C1685,
1479,532168,768466,C16397,C457,
1480,532169,768466,C21405,C5030,
1481,532170,768466,C843,C1685,
1482,532171,768468,C13316,C5030,
1483,532172,768468,C16397,C612,
1484,532173,768468,C5828,C1707,
1485,532174,768469,C8431,C467,
1486,532175,768470,C16397,C1065,
1487,532176,768470,C5828,C1685,
1488,532177,768470,C8431,C625,
1489,532178,768471,C16397,C528,
1490,532179,768472,C20097,C1685,
1491,532180,768474,C16397,C1065,
1492,532181,768475,C16397,C457,
1493,532182,768477,C2492,C457,
1494,532183,768478,C2798,C706,
1495,532184,768484,C1754,C1685,
1496,532185,768488,C22269,C1685,
1497,532186,768490,C14225,C5030,
1498,532187,768490,C22798,C1707,
1499,532188,768493,C2496,C1707,
1500,532189,768494,C16397,C529,
1501,532190,768495,C16397,C586,
1502,532191,768495,C21428,C1685,
1503,532192,768496,C2303,C706,
1504,532193,768497,C15285,C1685,
1505,532194,768497,C22253,C1707,
1506,532195,768497,C23412,C1707,
1507,532196,768498,C22269,C16006,
1508,532197,768498,C23412,C1685,
1509,532198,768499,C16397,C612,
1510,532199,768499,C3380,C22841,
1511,532200,768501,C16397,C457,
1512,532201,768504,C16397,C528,
1513,532202,768505,C16397,C528,
1514,532203,768505,C6758,C1685,
1515,532204,768506,C6758,C1685,
1516,532205,768509,C8431,C612,
1517,532206,768515,C12845,C528,
1518,532207,768515,C18636,C1685,
1519,532208,768515,C18636,C1707,
1520,532209,768516,C3380,C22841,
1521,532210,768519,C14229,C1707,
1522,532211,768522,C21179,C5030,
1523,532212,768522,C22269,C16006,
1524,532213,768524,C16397,C1065,
1525,532214,768525,C16397,C528,
1526,532215,768527,C16397,C612,
1527,532216,768527,C16397,C625,
1528,532217,768529,C16397,C457,
1529,532218,768529,C3607,C1685,
1530,532219,768530,C16397,C467,
1531,532220,768530,C3607,C1707,
1532,532221,768532,C4559,C706,
1533,532222,768535,C3198,C5030,
1534,532223,768536,C1936,C2079,
1535,532224,768537,C2492,C457,
1536,532225,768540,C1750,C1685,
1537,532226,768540,C2769,C1950,
1538,532227,768542,C15609,C706,
1539,532228,768543,C2514,C706,
1540,532229,768545,C8914,C706,
1541,532230,768546,C15001,C1707,
1542,532231,768552,C22798,C5588,
1543,532232,768552,C3534,C2174,
1544,532233,768553,C16397,C625,
1545,532234,768553,C22269,C1685,
1546,532235,768554,C16397,C467,
1547,532236,768554,C21202,C1685,
1548,532237,768554,C22269,C586,
1549,532238,768555,C15763,C625,
1550,532239,768555,C16397,C528,
1551,532240,768555,C22269,C586,
1552,532241,768555,C375,C1707,
1553,532242,768555,C5323,C706,
1554,532243,768556,C16397,C529,
1555,532244,768556,C22269,C16006,
1556,532245,768556,C22269,C586,
1557,532246,768557,C16397,C528,
1558,532247,768557,C8371,C5030,
1559,532248,768559,C14494,C359,
1560,532249,768559,C16397,C528,
1561,532250,768559,C3616,C467,
1562,532251,768561,C16397,C1065,
1563,532252,768561,C22269,C586,
1564,532253,768561,C3380,C22841,
1565,532254,768562,C16397,C586,
1566,532255,768562,C22269,C586,
1567,532256,768563,C16397,C625,
1568,532257,768563,C22269,C586,
1569,532258,768564,C16397,C625,
1570,532259,768565,C15802,C706,
1571,532260,768565,C16397,C625,
1572,532261,768565,C1936,C2079,
1573,532262,768566,C15640,C706,
1574,532263,768566,C16397,C625,
1575,532264,768567,C13795,C706,
1576,532265,768567,C16397,C625,
1577,532266,768567,C16397,C706,
1578,532267,768568,C16397,C625,
1579,532268,768568,C16397,C706,
1580,532269,768568,C22269,C586,
1581,532270,768569,C16397,C625,
1582,532271,768569,C22269,C586,
1583,532272,768571,C22269,C586,
1584,532273,768571,C8483,C1685,
1585,532274,768572,C22269,C586,
1586,532275,768572,C8483,C1707,
1587,532276,768573,C14763,C1707,
1588,532277,768573,C3990,C706,
1589,532278,768574,C19,C1685,
1590,532279,768574,C22269,C528,
1591,532280,768574,C22269,C586,
1592,532281,768575,C22269,C2109,
1593,532282,768575,C22269,C529,
1594,532283,768575,C22269,C586,
1595,532284,768576,C22269,C1065,
1596,532285,768576,C22269,C467,
1597,532286,768576,C22269,C586,
1598,532287,768577,C22269,C612,
1599,532288,768577,C22269,C625,
1600,532289,768577,C3380,C22841,
1601,532290,768578,C14540,C706,
1602,532291,768578,C15763,C529,
1603,532292,768578,C22269,C457,
1604,532293,768578,C22269,C586,
1605,532294,768579,C22269,C457,
1606,532295,768579,C22269,C467,
1607,532296,768579,C22269,C528,
1608,532297,768579,C22269,C586,
1609,532298,768579,C22269,C625,
1610,532299,768580,C22269,C1065,
1611,532300,768580,C22269,C2109,
1612,532301,768580,C22269,C529,
1613,532302,768580,C22269,C612,
1614,532303,768582,C16397,C467,
1615,532304,768583,C12147,C706,
1616,532305,768583,C16397,C528,
1617,532306,768584,C16397,C1065,
1618,532307,768584,C3444,C1707,
1619,532308,768585,C16397,C467,
1620,532309,768586,C14856,C706,
1621,532310,768586,C16397,C528,
1622,532311,768586,C18228,C1685,
1623,532312,768587,C15445,C1015,
1624,532313,768587,C18228,C1707,
1625,532314,768588,C16397,C612,
1626,532315,768590,C16397,C528,
1627,532316,768596,C22204,C5030,
1628,532317,768597,C2492,C457,
1629,532318,768598,C5892,C457,
1630,532319,768602,C11564,C1707,
1631,532320,768602,C18184,C18184,
1632,532321,768604,C2604,C231,
1633,532322,768605,C22269,C16006,
1634,532323,768605,C3405,C1685,
1635,532324,768606,C14640,C706,
1636,532325,768606,C25022,C1685,
1637,532326,768607,C12845,C1707,
1638,532327,768609,C12707,C1685,
1639,532328,768609,C58,C1707,
1640,532329,768611,C16397,C457,
1641,532330,768611,C2604,C706,
1642,532331,768612,C18179,C467,
1643,532332,768613,C16397,C528,
1644,532333,768613,C22269,C1685,
1645,532334,768614,C16397,C528,
1646,532335,768614,C4858,C706,
1647,532336,768615,C16397,C625,
1648,532337,768616,C12406,C706,
1649,532338,768616,C16397,C625,
1650,532339,768617,C3906,C706,
1651,532340,768618,C20738,C706,
1652,532341,768619,C16397,C625,
